Data;SKU;Preco;Log_Preco;Quarta-feira;Terça-feira;previsao_TSCV;previsao_SARIMAX
2025-10-03;52246;71,75;4,273187854639731;0;0;16,9563465028886;0,6211699172742743
2025-10-04;52246;70,44;4,254761283628006;0;0;18,548419861190794;0,5589501573762483
2025-10-05;52246;72,84;4,288265254859407;0;0;15,755840904458303;0,5823338470814678
2025-10-06;52246;71,7;4,272490747605575;0;0;17,01401284654245;0,7905711816015344
2025-10-07;52246;71,51;4,2698373000603045;0;1;20,632836215472476;0,741068491933903
2025-10-08;52246;72,2;4,279440045898781;1;0;18,176893702719614;0,7121706534559088
2025-10-09;52246;72,36;4,281653660527095;0;0;16,27143978864791;0,717524816737492
2025-10-10;52246;70,32;4,253056253376921;0;0;18,70308650419865;0,7011923760102906
2025-10-11;52246;70,3;4,252771798816619;0;0;18,72901517596685;0,5954289572269882
2025-10-12;52246;71,64;4,271653577192511;0;0;17,08352480331591;0,6433335356136873
2025-10-13;52246;70,78;4,259576474917317;0;0;18,118496292718472;0,6767850198782374
2025-10-14;52246;70,71;4,25858700561615;0;1;21,794895533362983;0,739847267427803
2025-10-15;52246;70,97;4,262257252536892;1;0;19,763485910097238;0,7165419635380449
2025-10-16;52246;73,95;4,303389189156809;0;0;14,637013222829971;0,6648040183963674
2025-10-17;52246;72,18;4,279162999214643;0;0;16,47001753729307;0,6431273746493905
2025-10-18;52246;73,95;4,303389189156809;0;0;14,637013222829971;0,5186507794657775
2025-10-19;52246;76,83;4,341595188879544;0;0;12,151831020855548;0,5376487540340259
2025-10-20;52246;85,55;4,449101000338202;0;0;7,1986773619124875;0,4420709146104039
2025-10-21;52246;87,0;4,465908118654584;0;1;7,94041520972728;0,46269697291286177
2025-10-22;52246;86,03;4,454696072633257;1;0;7,741586800422602;0,4626565340959741
2025-10-23;52246;76,13;4,332442405318121;0;0;12,70577234844707;0,6082375428359172
2025-10-24;52246;73,95;4,303389189156809;0;0;14,637013222829971;0,594512313928645
2025-10-25;52246;73,95;4,303389189156809;0;0;14,637013222829971;0,5048627972428142
2025-10-26;52246;73,95;4,303389189156809;0;0;14,637013222829971;0,5678013119915671
2025-10-27;52246;73,95;4,303389189156809;0;0;14,637013222829971;0,5870269540750528
2025-10-28;52246;73,02;4,29073337622749;0;1;18,636354605680793;0,654400217876178
2025-10-29;52246;70,27;4,252344965204106;1;0;20,74098356610664;0,6933952890140389
2025-09-30;52251;58,53;4,069539443303129;0;1;35,29202857445567;19,31549175693999
2025-10-01;52251;58,01;4,060615409477973;1;0;42,470495274595066;18,8939530078638
2025-10-02;52251;58,59;4,070564033556697;0;0;26,606631224901843;17,630976092345133
2025-10-03;52251;57,36;4,0493471962913645;0;0;30,442626544245098;16,094140362130304
2025-10-04;52251;55,94;4,024279687773814;0;0;35,69358584923921;11,634403917310216
2025-10-05;52251;58,06;4,061476958596484;0;0;28,186545090660452;12,796129310665725
2025-10-06;52251;58,26;4,064915751531289;0;0;27,57792042417283;16,80346469334725
2025-10-07;52251;57,38;4,049695810553219;0;1;40,029769999983294;18,33541805836591
2025-10-08;52251;58,48;4,068684815441523;1;0;40,34976025450573;19,01260799508646
2025-10-09;52251;57,52;4,052132713412791;0;0;29,909061750841737;16,4699666847088
2025-10-10;52251;56,73;4,038303171338476;0;0;32,6534556316311;15,325870038926396
2025-10-11;52251;56,25;4,029806041084529;0;0;34,46312846565063;11,581725464498415
2025-10-12;52251;57,22;4,0469034876219645;0;0;30,918550568269236;12,068722491005493
2025-10-13;52251;57,02;4,043402083484526;0;0;31,613462869020413;15,55554681927708
2025-10-14;52251;57,61;4,053696163744291;0;1;39,02605115374395;18,17713662542344
2025-10-15;52251;58,79;4,073971772414164;1;0;39,018041273187414;18,91370031912425
2025-10-16;52251;59,78;4,090671156855792;0;0;23,418388494173243;17,914182652691387
2025-10-17;52251;59,99;4,094177881665002;0;0;22,902842907088992;17,463954036698333
2025-10-18;52251;59,55;4,0868162958013095;0;0;23,998516033215132;13,23776575042229
2025-10-19;52251;59,77;4,0905038628361625;0;0;23,4432714098775;13,306612892024598
2025-10-20;52251;59,99;4,094177881665002;0;0;22,902842907088992;17,484679033507412
2025-10-21;52251;59,99;4,094177881665002;0;1;30,1822391524017;19,87446767445922
2025-10-22;52251;59,81;4,091172871056465;1;0;34,98195969560722;19,426858508885374
2025-10-23;52251;62,1;4,128745988939433;0;0;18,390322413600213;19,46080186957034
2025-10-24;52251;63,19;4,146146060785364;0;0;16,467188984843922;19,692697705383416
2025-10-25;52251;63,14;4,145354483129846;0;0;16,550143077101012;15,192792465416984
2025-10-26;52251;63,03;4,143610803525019;0;0;16,734350630362552;15,05074135973858
2025-10-27;52251;62,99;4,142975983633837;0;0;16,801922815881866;19,548982512922
2025-10-28;52251;62,66;4,137723285524046;0;1;22,892967640997416;21,90976064819068
2025-10-29;52251;62,99;4,142975983633837;1;0;25,178466677761065;21,896401755112894
2025-09-30;80625;61,77;4,123417809707808;0;1;105,15309514357587;101,29366569950234
2025-10-01;80625;62,95;4,142340760490356;1;0;78,61795795621755;88,79521738657942
2025-10-02;80625;63,01;4,143293443953964;0;0;64,04927472708039;90,74940343191777
2025-10-03;80625;61,29;4,11561669749764;0;0;77,13805972071926;87,99007788005116
2025-10-04;80625;63,52;4,1513548169388805;0;0;60,67264815957899;61,981682549245505
2025-10-05;80625;67,43;4,2110900227464905;0;0;40,61618360052648;52,42684393229281
2025-10-06;80625;66,53;4,197652973753796;0;0;44,45344134287907;61,08209845020068
2025-10-07;80625;65,57;4,183118274275528;0;1;70,40922926055832;69,23874654165397
2025-10-08;80625;66,93;4,203647297112551;1;0;52,076661322779316;60,22238381331716
2025-10-09;80625;62,61;4,136925009757219;0;0;66,84914680798462;93,16203599125421
2025-10-10;80625;63,38;4,149148354262775;0;0;61,57875591706815;70,96587887277441
2025-10-11;80625;60,88;4,1089047135534305;0;0;80,69614045532526;79,53113360229229
2025-10-12;80625;63,89;4,157162854614252;0;0;58,350745477693124;72,20947392290753
2025-10-13;80625;66,25;4,193435464866331;0;0;45,731045002587415;62,21770614878883
2025-10-14;80625;67,38;4,2103482379784065;0;1;58,63794030763151;58,29580142517486
2025-10-15;80625;67,84;4,2171519914836475;1;0;47,55974153932699;55,15507492058811
2025-10-16;80625;69,68;4,243913332544247;0;0;32,57827686868511;48,35358706168979
2025-10-17;80625;69,03;4,234541192715384;0;0;34,695559624108384;42,022696407409036
2025-10-18;80625;50,58;3,923556241241819;0;0;280,32235859500815;244,44110654885043
2025-10-19;80625;52,83;3,9670792111762245;0;0;209,25100065082248;228,50216294006628
2025-10-20;80625;77,71;4,352983949221151;0;0;15,656139695296943;23,49475137254565
2025-10-21;80625;89,01;4,48874872297084;0;1;9,03376893836187;10,688592496521832
2025-10-22;80625;98,9;4,594109238628667;1;0;3,778882492802948;5,554920199176801
2025-10-23;80625;98,9;4,594109238628667;0;0;3,0983862716972608;5,7316288048282775
2025-10-24;80625;96,2;4,566429357671661;0;0;3,731635361787937;5,568683767871864
2025-10-25;80625;71,88;4,274998061915358;0;0;26,43807870422446;28,764773561103706
2025-10-26;80625;73,26;4,294014757350668;0;0;23,267164986013427;31,213867298643944
2025-10-27;80625;77,27;4,347305781945493;0;0;16,264933697289774;24,26024980611155
2025-10-28;80625;79,9;4,380775852772229;0;1;18,659904813612805;20,560754285645004
2025-10-29;80625;79,9;4,380775852772229;1;0;15,842438090360368;20,28064718874262
2025-09-30;52245;53,73;3,98397150474073;0;1;25,240547319273038;4,602530853077689
2025-10-01;52245;53,82;3,9856451452987596;1;0;22,099158389081733;7,07911135868399
2025-10-02;52245;55,2;4,01096295328305;0;0;17,623508398071273;7,11652768819245
2025-10-03;52245;69,0;4,23410650459726;0;0;12,74144010266573;6,047858389269743
2025-10-04;52245;69,0;4,23410650459726;0;0;12,74144010266573;3,8243146093668945
2025-10-05;52245;68,42;4,225665179549459;0;0;12,898750770010993;4,67282476752238
2025-10-06;52245;56,95;4,0421736898931915;0;0;16,84180234505203;6,581956701431385
2025-10-07;52245;56,95;4,0421736898931915;0;1;23,192889572829237;6,588936494302506
2025-10-08;52245;56,95;4,0421736898931915;1;0;20,355811525363944;7,679022772125223
2025-10-09;52245;68,62;4,228584037430304;0;0;12,84413710673455;5,280472435690443
2025-10-10;52245;66,7;4,200204952921578;0;0;13,385083114574158;6,4853111543363005
2025-10-11;52245;53,01;3,9704805749997147;0;0;18,691730003713943;5,877088991571644
2025-10-12;52245;52,0;3,9512437185814275;0;0;19,221798203769964;7,253851445869018
2025-10-13;52245;51,55;3,942552210462969;0;0;19,466196020785958;7,635031881688354
2025-10-14;52245;52,48;3,9604321446358335;0;1;26,119178727177818;7,411583858115596
2025-10-15;52245;53,11;3,972365234434308;1;0;22,52991433583554;8,465056050905913
