Data;SKU;Preco;Log_Preco;Quarta-feira;Terça-feira;previsao_TSCV;previsao_SARIMAX;previsao_total
2025-10-13;71248;90,67;4,507226541657965;0;0;12,361409281545674;14,401891467883457;12,361409281545674
2025-10-14;71248;88,35;4,481306198765705;0;1;19,015479279947257;18,428432765277424;19,015479279947257
2025-10-15;71248;84,63;4,438288813682014;1;0;26,622679542154973;22,043910263779033;26,622679542154973
2025-10-16;71248;92,22;4,52417702677856;0;0;11,343383927109802;13,430091827789315;11,343383927109802
2025-10-17;71248;92,42;4,5263434054421205;0;0;11,219466760307196;13,310680487049092;11,219466760307196
2025-10-18;71248;91,63;4,517758728977122;0;0;11,718603752306565;13,802758760188286;11,718603752306565
2025-10-19;71248;84,73;4,439469730210373;0;0;17,42890204631091;19,198983452835982;17,42890204631091
2025-10-20;71248;88,46;4,482550472440181;0;0;14,008939277443499;16,012454397758134;14,008939277443499
2025-10-21;71248;88,46;4,482550472440181;0;1;18,8958902210918;18,355677157405527;18,8958902210918
2025-10-22;71248;84,46;4,436278049505797;1;0;26,89549323071647;22,249716727971887;26,89549323071647
2025-10-23;71248;88,16;4,479153345404605;0;0;14,252327849762672;16,244406388463627;14,252327849762672
2025-10-24;71248;85,34;4,446643277759854;0;0;16,806362004376453;18,629641317382475;16,806362004376453
2025-10-25;71248;84,9;4,441474093317302;0;0;17,252672399736518;19,040001935909924;17,252672399736518
2025-10-26;71248;88,9;4,487512142519859;0;0;13,660907233940828;15,68244451740356;13,660907233940828
2025-10-27;71248;88,9;4,487512142519859;0;0;13,660907233940828;15,682478427302671;13,660907233940828
2025-10-28;71248;87,53;4,471981591744346;0;1;19,93610320997658;19,19271011417753;19,93610320997658
2025-10-29;71248;88,2;4,4796069630127455;1;0;21,590776314632112;18,53714599869112;21,590776314632112
2025-10-30;71248;86,81;4,463721822403716;0;0;15,412261508958643;17,336236657161674;15,412261508958643
2025-10-31;71248;88,9;4,487512142519859;0;0;13,660907233940828;15,68252806516429;13,660907233940828
2025-10-02;9891;37,27;3,618188713491167;0;0;38,08657772751111;3,8558936971403495;41,942471424651465
2025-10-03;9891;36,69;3,6025042383671906;0;0;40,5242870191921;7,110781667366962;47,635068686559066
2025-10-04;9891;41,88;3,734808386002336;0;0;24,012529730017953;6,656639252502868;30,66916898252082
2025-10-05;9891;41,87;3,734569580031052;0;0;24,03522246489588;11,362498852156206;35,39772131705209
2025-10-06;9891;42,19;3,7421832261362473;0;0;23,32217845110891;11,056929348367474;34,37910779947639
2025-10-07;9891;42,22;3,7428940424201746;0;1;30,269375043485418;16,753637702285936;16,753637702285936
2025-10-08;9891;40,48;3,70080802497921;1;0;36,12119669196847;17,466302632909727;53,587499324878195
2025-10-09;9891;40,73;3,706964921660321;0;0;26,80825559718418;20,084518035754243;20,084518035754243
2025-10-10;9891;39,87;3,6856241613932634;0;0;29,169473136916704;20,813308297801424;20,813308297801424
2025-10-11;9891;38,52;3,651177586929925;0;0;33,42737835502805;24,161583773141206;24,161583773141206
2025-10-12;9891;36,81;3,60576954739093;0;0;40,004247127172356;25,04232004665521;25,04232004665521
2025-10-13;9891;36,89;3,607940511608584;0;0;39,66219363718601;27,830112536577367;27,830112536577367
2025-10-14;9891;36,64;3,6011405398059297;0;1;53,02899656226249;30,83573346211242;30,83573346211242
2025-10-15;9891;39,41;3,6740195912069122;1;0;40,15876933401939;34,50926210292662;34,50926210292662
2025-10-16;9891;37,85;3,6336309798834576;0;0;35,82981741878329;32,35570568748021;32,35570568748021
2025-10-17;9891;41,07;3,7152779279684673;0;0;25,94108482814952;34,48772883379607;34,48772883379607
2025-10-18;9891;36,05;3,584906863730958;0;0;43,445507162380984;34,75787073145738;34,75787073145738
2025-10-19;9891;36,37;3,5937442589988975;0;0;41,95305900679099;36,096564857150916;36,096564857150916
2025-10-20;9891;38,21;3,6430972614588084;0;0;34,51302532158726;37,192852938099236;37,192852938099236
2025-10-21;9891;38,62;3,653770277000368;0;1;43,062961915910755;40,76439090711439;40,76439090711439
2025-10-22;9891;31,69;3,4560011737028296;1;0;95,12645994796638;41,393557287046036;136,5200172350124
2025-10-23;9891;36,31;3,5920931854262443;0;0;42,227941816779364;39,285981461599725;39,285981461599725
2025-10-24;9891;35,01;3,555633734966574;0;0;48,778837639796414;39,59581452841345;39,59581452841345
2025-10-25;9891;35,03;3,5562048372093953;0;0;48,66877156366927;40,152298101353274;40,152298101353274
2025-10-26;9891;36,26;3,590715205326705;0;0;42,45873638485522;40,78648047962513;40,78648047962513
2025-10-27;9891;36,2;3,5890591188317256;0;0;42,73777988690147;41,19331067045497;41,19331067045497
2025-10-28;9891;35,87;3,579901291544191;0;1;57,676521129956335;44,193709977377374;44,193709977377374
2025-10-29;9891;35,84;3,57906458810673;1;0;58,46527232608423;45,80496322860448;45,80496322860448
2025-10-30;9891;36,22;3,589611452455267;0;0;42,644510799843324;42,08541689179259;42,08541689179259
2025-10-31;9891;36,95;3,609565647394211;0;0;39,40805547806866;42,450476309295006;42,450476309295006
2025-10-02;58407;14,26;2,65745841498615;0;0;0,03045406848426675;0,003491677939705783;0,03394574642397253
2025-10-03;58407;13,13;2,574899688314705;0;0;0,020005379804222897;0,002025650318078337;0,022031030122301235
2025-10-04;58407;14,23;2,655352412101761;0;0;0,0301293621824898;0,004983423726439287;0,035112785908929085
2025-10-05;58407;14,39;2,6665335208992764;0;0;0,03189378860679467;0,0066344502457577025;0,03852823885255237
2025-10-06;58407;13,63;2,612273245708441;0;0;0,024197035427831047;0,0049124125701751715;0,02910944799800622
2025-10-07;58407;13,85;2,6282852326333477;0;1;0,038382833016527715;0,007090464864799307;0,04547329788132702
2025-10-08;58407;13,84;2,6275629501895237;1;0;0,03417124058976813;0,00823727058759743;0,04240851117736556
2025-10-09;58407;13,89;2,6311691567662523;0;0;0,026639871973952612;0,009494617367351039;0,03613448934130365
2025-10-10;58407;13,37;2,5930133911138515;0;0;0,02193752755590139;0,007856846892163255;0,029794374448064646
2025-10-11;58407;12,88;2,5556757206762075;0;0;0,018140600076763488;0,006503120060313589;0,024643720137077076
2025-10-12;58407;12,63;2,5360749363624;0;0;0,01641812405197957;0,00625645170758562;0,02267457575956519
2025-10-13;58407;12,59;2,532902848056256;0;0;0,016155170180990545;0,00691785526311822;0,023073025444108764
2025-10-14;58407;12,7;2,5416019934645457;0;1;0,024690003417891078;0,008908441533769738;0,03359844495166082
2025-10-15;58407;12,85;2,553343811341229;1;0;0,023420552380760407;0,01102692263688292;0,03444747501764332
2025-10-16;58407;13,02;2,5664866367804233;0;0;0,01916679511499763;0,013225009026739532;0,013225009026739532
2025-10-17;58407;12,97;2,5626389983283526;0;0;0,018795080116590618;0,014211101392242137;0,014211101392242137
2025-10-18;58407;12,97;2,5626389983283526;0;0;0,018795080116590618;0,015721370456293453;0,015721370456293453
2025-10-19;58407;12,85;2,553343811341229;0;0;0,017926557323250613;0,015941381771352767;0,015941381771352767
2025-10-20;58407;12,96;2,561867690924129;0;0;0,01872143711033201;0,018842580460289478;0,018842580460289478
2025-10-21;58407;13,13;2,574899688314705;0;1;0,029250055481598283;0,024342852525781656;0,024342852525781656
2025-10-22;58407;14,39;2,6665335208992764;1;0;0,04166835456563203;0,05913173845855936;0,05913173845855936
2025-10-23;58407;14,54;2,6769034721053733;0;0;0,033622437637767275;0,06702448959208679;0,06702448959208679
2025-10-24;58407;14,05;2,642622395779755;0;0;0,028239035451202862;0,053355617345961184;0,053355617345961184
2025-10-25;58407;14,89;2,7006898466959175;0;0;0,03794981689047128;0,0959054003902489;0,0959054003902489
2025-10-26;58407;14,89;2,7006898466959175;0;0;0,03794981689047128;0,10271780121608844;0,10271780121608844
2025-10-27;58407;14,89;2,7006898466959175;0;0;0,03794981689047128;0,10965864450421081;0,10965864450421081
2025-10-28;58407;14,89;2,7006898466959175;0;1;0,055486787075567826;0,12309852386184582;0,12309852386184582
2025-10-29;58407;18,39;2,91180703861623;1;0;0,14520806959772325;0,8413569467091908;0,8413569467091908
2025-10-30;58407;21,9;3,086486636822455;0;0;0,2704113746635783;3,9958313399053518;3,9958313399053518
